Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,lat,lng
United States of America,Smithfield,47,Good,1,Good,33,Good,5,Good,47,Good,41.8349,-111.8265
United States of America,Smithfield,47,Good,1,Good,33,Good,5,Good,47,Good,35.5133,-78.3495
United States of America,Smithfield,47,Good,1,Good,33,Good,5,Good,47,Good,36.9755,-76.6152
United States of America,Corozal,97,Moderate,1,Good,24,Good,0,Good,97,Moderate,18.4,-88.4
United States of America,Corozal,97,Moderate,1,Good,24,Good,0,Good,97,Moderate,9.3333,-75.25
United States of America,Corozal,97,Moderate,1,Good,24,Good,0,Good,97,Moderate,18.341,-66.3124
Spain,Antequera,42,Good,1,Good,42,Good,0,Good,14,Good,37.0183,-4.5597
Spain,Antequera,42,Good,1,Good,42,Good,0,Good,14,Good,9.7812,123.8975
United States of America,Braintree,45,Good,1,Good,41,Good,1,Good,45,Good,51.878,0.55
United States of America,Braintree,45,Good,1,Good,41,Good,1,Good,45,Good,42.2039,-71.0022
United States of America,Cleveland,55,Moderate,1,Good,37,Good,3,Good,55,Moderate,41.4764,-81.6805
United States of America,Cleveland,55,Moderate,1,Good,37,Good,3,Good,55,Moderate,35.1817,-84.8707
United States of America,Cleveland,55,Moderate,1,Good,37,Good,3,Good,55,Moderate,33.744,-90.7285
United States of America,Kirkland,56,Moderate,1,Good,24,Good,9,Good,56,Moderate,45.45,-73.8667
United States of America,Kirkland,56,Moderate,1,Good,24,Good,9,Good,56,Moderate,47.697,-122.2057
United States of America,Kirkland,56,Moderate,1,Good,24,Good,9,Good,56,Moderate,43.0368,-75.3865
Japan,Misato,79,Moderate,1,Good,26,Good,18,Good,79,Moderate,35.8301,139.8723
Japan,Misato,79,Moderate,1,Good,26,Good,18,Good,79,Moderate,38.5444,141.0567
Japan,Misato,79,Moderate,1,Good,26,Good,18,Good,79,Moderate,39.4616,140.5821
United States of America,Northfield,60,Moderate,1,Good,35,Good,2,Good,60,Moderate,52.408,-1.963
United States of America,Northfield,60,Moderate,1,Good,35,Good,2,Good,60,Moderate,44.455,-93.1698
Japan,Koga,52,Moderate,1,Good,52,Moderate,2,Good,47,Good,36.1782,139.7554
Japan,Koga,52,Moderate,1,Good,52,Moderate,2,Good,47,Good,33.7333,130.4667
United States of America,Lumberton,47,Good,1,Good,47,Good,1,Good,32,Good,34.6312,-79.0186
United States of America,Lumberton,47,Good,1,Good,47,Good,1,Good,32,Good,30.2562,-94.207
United States of America,Lumberton,47,Good,1,Good,47,Good,1,Good,32,Good,39.9569,-74.8036
India,Sivagiri,65,Moderate,1,Good,24,Good,3,Good,65,Moderate,11.12,77.8
India,Sivagiri,65,Moderate,1,Good,24,Good,3,Good,65,Moderate,9.33,77.43
United States of America,Horsham,48,Good,1,Good,48,Good,1,Good,42,Good,51.062,-0.325
United States of America,Horsham,48,Good,1,Good,48,Good,1,Good,42,Good,40.1993,-75.1665
United States of America,Horsham,48,Good,1,Good,48,Good,1,Good,42,Good,-36.7167,142.2
Russian Federation,Bor,36,Good,1,Good,36,Good,3,Good,30,Good,6.2125,31.5608
Russian Federation,Bor,36,Good,1,Good,36,Good,3,Good,30,Good,44.1303,22.1036
Russian Federation,Bor,36,Good,1,Good,36,Good,3,Good,30,Good,56.35,44.0833
Russian Federation,Bor,36,Good,1,Good,36,Good,3,Good,30,Good,37.8833,34.5667
United States of America,Apple Valley,64,Moderate,1,Good,35,Good,4,Good,64,Moderate,34.5352,-117.2109
United States of America,Apple Valley,64,Moderate,1,Good,35,Good,4,Good,64,Moderate,44.7457,-93.2004
,Exmouth,37,Good,1,Good,29,Good,1,Good,37,Good,50.62,-3.413
,Exmouth,37,Good,1,Good,29,Good,1,Good,37,Good,-21.9331,114.1281
Azerbaijan,Saray,81,Moderate,1,Good,47,Good,0,Good,81,Moderate,41.4411,27.9216
Azerbaijan,Saray,81,Moderate,1,Good,47,Good,0,Good,81,Moderate,40.5322,49.7164
United States of America,Severn,48,Good,1,Good,44,Good,3,Good,48,Good,39.1355,-76.6956
United States of America,Severn,48,Good,1,Good,44,Good,3,Good,48,Good,44.75,-79.5167
Germany,Langen,62,Moderate,1,Good,42,Good,2,Good,62,Moderate,49.9833,8.6667
Germany,Langen,62,Moderate,1,Good,42,Good,2,Good,62,Moderate,53.6116,8.6032
Mexico,Laredo,119,Unhealthy for Sensitive Groups,2,Good,20,Good,2,Good,119,Unhealthy for Sensitive Groups,27.5625,-99.4874
Mexico,Laredo,119,Unhealthy for Sensitive Groups,2,Good,20,Good,2,Good,119,Unhealthy for Sensitive Groups,43.4144,-3.41
United States of America,Fair Oaks,50,Good,1,Good,28,Good,6,Good,50,Good,38.8653,-77.3586
United States of America,Fair Oaks,50,Good,1,Good,28,Good,6,Good,50,Good,38.6504,-121.2496
United States of America,Fair Oaks,50,Good,1,Good,28,Good,6,Good,50,Good,33.9193,-84.5445
United States of America,Freeport,43,Good,1,Good,40,Good,1,Good,43,Good,40.6515,-73.585
United States of America,Freeport,43,Good,1,Good,40,Good,1,Good,43,Good,42.2891,-89.6346
United States of America,Freeport,43,Good,1,Good,40,Good,1,Good,43,Good,10.45,-61.4167
United States of America,Freeport,43,Good,1,Good,40,Good,1,Good,43,Good,28.9453,-95.3601
United States of America,Freeport,43,Good,1,Good,40,Good,1,Good,43,Good,43.8556,-70.1009
Spain,Getafe,42,Good,1,Good,42,Good,0,Good,10,Good,40.3047,-3.7311
Spain,Getafe,42,Good,1,Good,42,Good,0,Good,10,Good,10.15,124.15
United States of America,Dallas,70,Moderate,2,Good,34,Good,5,Good,70,Moderate,32.7935,-96.7667
United States of America,Dallas,70,Moderate,2,Good,34,Good,5,Good,70,Moderate,44.9221,-123.313
United States of America,Dallas,70,Moderate,2,Good,34,Good,5,Good,70,Moderate,33.9152,-84.8416
United States of America,Dallas,70,Moderate,2,Good,34,Good,5,Good,70,Moderate,41.3608,-75.9656
United States of America,Richfield,50,Good,1,Good,28,Good,1,Good,50,Good,44.8763,-93.2829
United States of America,Richfield,50,Good,1,Good,28,Good,1,Good,50,Good,43.2372,-88.2413
Philippines,Placer,32,Good,1,Good,23,Good,0,Good,32,Good,11.8689,123.9167
Philippines,Placer,32,Good,1,Good,23,Good,0,Good,32,Good,9.657,125.6016
China,Qingyuan,153,Unhealthy,4,Good,10,Good,19,Good,153,Unhealthy,23.6842,113.0507
China,Qingyuan,153,Unhealthy,4,Good,10,Good,19,Good,153,Unhealthy,24.5004,108.6667
South Africa,Queenstown,45,Good,1,Good,11,Good,2,Good,45,Good,-31.9,26.8833
South Africa,Queenstown,45,Good,1,Good,11,Good,2,Good,45,Good,-42.0667,145.55
United States of America,Ontario,138,Unhealthy for Sensitive Groups,4,Good,13,Good,23,Good,138,Unhealthy for Sensitive Groups,34.0393,-117.6064
United States of America,Ontario,138,Unhealthy for Sensitive Groups,4,Good,13,Good,23,Good,138,Unhealthy for Sensitive Groups,44.0259,-116.976
United States of America,Ontario,138,Unhealthy for Sensitive Groups,4,Good,13,Good,23,Good,138,Unhealthy for Sensitive Groups,43.2408,-77.314
United States of America,Palmer,48,Good,1,Good,38,Good,2,Good,48,Good,40.7007,-75.2628
United States of America,Palmer,48,Good,1,Good,38,Good,2,Good,48,Good,42.1888,-72.3112
Colombia,Barbosa,59,Moderate,2,Good,0,Good,4,Good,59,Moderate,6.439,-75.333
Colombia,Barbosa,59,Moderate,2,Good,0,Good,4,Good,59,Moderate,5.933,-73.621
Philippines,Tubod,26,Good,1,Good,15,Good,0,Good,26,Good,8.05,123.8
Philippines,Tubod,26,Good,1,Good,15,Good,0,Good,26,Good,9.5547,125.5697
United States of America,La Grange,67,Moderate,2,Good,15,Good,19,Good,67,Moderate,41.8072,-87.8741
United States of America,La Grange,67,Moderate,2,Good,15,Good,19,Good,67,Moderate,41.6787,-73.8029
United States of America,La Grange,67,Moderate,2,Good,15,Good,19,Good,67,Moderate,38.3987,-85.375
Cuba,Matanzas,88,Moderate,1,Good,24,Good,1,Good,88,Moderate,23.0511,-81.5753
Cuba,Matanzas,88,Moderate,1,Good,24,Good,1,Good,88,Moderate,18.2428,-70.4192
United States of America,Fulton,51,Moderate,1,Good,19,Good,7,Good,51,Moderate,38.8551,-91.951
United States of America,Fulton,51,Moderate,1,Good,19,Good,7,Good,51,Moderate,43.3171,-76.4167
Russian Federation,Noginsk,63,Moderate,1,Good,20,Good,10,Good,63,Moderate,64.4833,91.2333
Russian Federation,Noginsk,63,Moderate,1,Good,20,Good,10,Good,63,Moderate,55.85,38.4333
United States of America,Homewood,85,Moderate,1,Good,85,Moderate,2,Good,47,Good,33.4619,-86.809
United States of America,Homewood,85,Moderate,1,Good,85,Moderate,2,Good,47,Good,41.5591,-87.661
United States of America,Grand Island,52,Moderate,1,Good,31,Good,2,Good,52,Moderate,40.9218,-98.3586
United States of America,Grand Island,52,Moderate,1,Good,31,Good,2,Good,52,Moderate,43.0198,-78.9619
United States of America,White Oak,71,Moderate,2,Good,26,Good,15,Good,71,Moderate,39.2106,-84.606
United States of America,White Oak,71,Moderate,2,Good,26,Good,15,Good,71,Moderate,39.0451,-76.9885
Mexico,Puerto Escondido,50,Good,1,Good,20,Good,1,Good,50,Good,15.8619,-97.0672
Mexico,Puerto Escondido,50,Good,1,Good,20,Good,1,Good,50,Good,8.95,-76.25
United Republic of Tanzania,Same,28,Good,1,Good,15,Good,0,Good,28,Good,-9.0,125.65
United Republic of Tanzania,Same,28,Good,1,Good,15,Good,0,Good,28,Good,-4.0667,37.7833
Philippines,San Nicolas,62,Moderate,1,Good,23,Good,1,Good,62,Moderate,16.07,120.7653
Philippines,San Nicolas,62,Moderate,1,Good,23,Good,1,Good,62,Moderate,18.175,120.595
Philippines,San Nicolas,62,Moderate,1,Good,23,Good,1,Good,62,Moderate,13.9283,120.951
India,Sikandarpur,186,Unhealthy,5,Good,182,Unhealthy,1,Good,186,Unhealthy,25.3256,86.5051
India,Sikandarpur,186,Unhealthy,5,Good,182,Unhealthy,1,Good,186,Unhealthy,26.0333,84.05
India,Sirsi,54,Moderate,0,Good,24,Good,0,Good,54,Moderate,28.64,78.64
India,Sirsi,54,Moderate,0,Good,24,Good,0,Good,54,Moderate,14.6195,74.8354
United States of America,Smyrna,70,Moderate,1,Good,28,Good,5,Good,70,Moderate,33.8633,-84.5168
United States of America,Smyrna,70,Moderate,1,Good,28,Good,5,Good,70,Moderate,35.9687,-86.5264
United States of America,Smyrna,70,Moderate,1,Good,28,Good,5,Good,70,Moderate,39.2935,-75.6083
United States of America,Swansea,34,Good,1,Good,24,Good,8,Good,34,Good,41.7571,-71.212
United States of America,Swansea,34,Good,1,Good,24,Good,8,Good,34,Good,38.5507,-89.9858
Japan,Moka,59,Moderate,1,Good,59,Moderate,1,Good,54,Moderate,15.238,77.0599
Japan,Moka,59,Moderate,1,Good,59,Moderate,1,Good,54,Moderate,-20.219,57.496
Russian Federation,Ostrov,34,Good,1,Good,34,Good,0,Good,34,Good,57.35,28.35
Russian Federation,Ostrov,34,Good,1,Good,34,Good,0,Good,34,Good,50.306,12.9392
United States of America,Harwich,37,Good,1,Good,37,Good,3,Good,15,Good,51.934,1.266
United States of America,Harwich,37,Good,1,Good,37,Good,3,Good,15,Good,41.6957,-70.0684
United States of America,Dumont,53,Moderate,1,Good,46,Good,3,Good,53,Moderate,40.9452,-73.9923
United States of America,Dumont,53,Moderate,1,Good,46,Good,3,Good,53,Moderate,-21.2364,-47.9733
United States of America,Naples,31,Good,0,Good,31,Good,0,Good,24,Good,40.8333,14.25
United States of America,Naples,31,Good,0,Good,31,Good,0,Good,24,Good,26.1504,-81.7936
Nigeria,Ede,74,Moderate,2,Good,21,Good,2,Good,74,Moderate,7.7389,4.4361
Nigeria,Ede,74,Moderate,2,Good,21,Good,2,Good,74,Moderate,52.05,5.6667
United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,42.0451,-91.585
United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,40.5973,-83.1227
United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,40.5497,-85.6604
United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,37.7345,-88.942
United States of America,Marion,48,Good,1,Good,38,Good,1,Good,48,Good,35.2035,-90.2059
United States of America,Middleton,56,Moderate,1,Good,34,Good,1,Good,56,Moderate,53.555,-2.187
United States of America,Middleton,56,Moderate,1,Good,34,Good,1,Good,56,Moderate,43.1064,-89.5059
United States of America,Middleton,56,Moderate,1,Good,34,Good,1,Good,56,Moderate,42.6043,-71.0164
United States of America,Middleton,56,Moderate,1,Good,34,Good,1,Good,56,Moderate,43.7113,-116.6157
France,Grigny,73,Moderate,2,Good,20,Good,6,Good,73,Moderate,48.6562,2.3849
France,Grigny,73,Moderate,2,Good,20,Good,6,Good,73,Moderate,45.6083,4.7897
Cuba,Mantua,37,Good,0,Good,37,Good,0,Good,15,Good,22.2908,-84.2875
Cuba,Mantua,37,Good,0,Good,37,Good,0,Good,15,Good,39.7618,-75.1686
Mexico,Progreso,60,Moderate,1,Good,28,Good,0,Good,60,Moderate,-34.665,-56.2194
Mexico,Progreso,60,Moderate,1,Good,28,Good,0,Good,60,Moderate,32.5842,-115.5842
Mexico,Progreso,60,Moderate,1,Good,28,Good,0,Good,60,Moderate,21.28,-89.67
India,Raipur,169,Unhealthy,1,Good,30,Good,2,Good,169,Unhealthy,21.25,81.63
India,Raipur,169,Unhealthy,1,Good,30,Good,2,Good,169,Unhealthy,25.4226,86.8498
Brazil,Palmital,50,Good,1,Good,24,Good,0,Good,50,Good,-22.7889,-50.2175
Brazil,Palmital,50,Good,1,Good,24,Good,0,Good,50,Good,-24.8928,-52.2028
Canada,Peterborough,38,Good,1,Good,25,Good,0,Good,38,Good,52.5662,-0.2366
Canada,Peterborough,38,Good,1,Good,25,Good,0,Good,38,Good,44.3,-78.3167
Canada,Peterborough,38,Good,1,Good,25,Good,0,Good,38,Good,-32.9667,138.8333
United States of America,Morris,54,Moderate,1,Good,24,Good,9,Good,54,Moderate,40.7959,-74.4945
United States of America,Morris,54,Moderate,1,Good,24,Good,9,Good,54,Moderate,41.3749,-88.4304
Philippines,Tanauan,63,Moderate,1,Good,23,Good,0,Good,63,Moderate,14.0833,121.15
Philippines,Tanauan,63,Moderate,1,Good,23,Good,0,Good,63,Moderate,11.1167,125.0167
Brazil,Trindade,23,Good,0,Good,15,Good,0,Good,23,Good,-16.6581,-49.4836
Brazil,Trindade,23,Good,0,Good,15,Good,0,Good,23,Good,0.3,6.6833
Brazil,Trindade,23,Good,0,Good,15,Good,0,Good,23,Good,-7.7619,-40.2678
United States of America,Avon,44,Good,1,Good,30,Good,8,Good,44,Good,48.4089,2.725
United States of America,Avon,44,Good,1,Good,30,Good,8,Good,44,Good,41.4485,-82.0187
United States of America,Avon,44,Good,1,Good,30,Good,8,Good,44,Good,39.7601,-86.3916
United States of America,Avon,44,Good,1,Good,30,Good,8,Good,44,Good,41.7907,-72.8538
United States of America,Bay City,41,Good,1,Good,21,Good,5,Good,41,Good,43.5902,-83.8887
United States of America,Bay City,41,Good,1,Good,21,Good,5,Good,41,Good,28.9838,-95.9601
Canada,Duncan,29,Good,1,Good,29,Good,3,Good,18,Good,48.7787,-123.7079
Canada,Duncan,29,Good,1,Good,29,Good,3,Good,18,Good,34.5408,-97.9215
Brazil,Itabaiana,51,Moderate,1,Good,14,Good,4,Good,51,Moderate,-10.685,-37.425
Brazil,Itabaiana,51,Moderate,1,Good,14,Good,4,Good,51,Moderate,-7.3289,-35.3328
United States of America,Melbourne,39,Good,1,Good,22,Good,6,Good,39,Good,-37.8142,144.9631
United States of America,Melbourne,39,Good,1,Good,22,Good,6,Good,39,Good,28.1086,-80.6627
,Montrose,32,Good,0,Good,32,Good,1,Good,20,Good,38.4689,-107.859
,Montrose,32,Good,0,Good,32,Good,1,Good,20,Good,56.708,-2.467
United States of America,Louisville,84,Moderate,1,Good,37,Good,4,Good,84,Moderate,38.1663,-85.6485
United States of America,Louisville,84,Moderate,1,Good,37,Good,4,Good,84,Moderate,39.971,-105.1441
United States of America,Louisville,84,Moderate,1,Good,37,Good,4,Good,84,Moderate,40.837,-81.2643
India,Katangi,153,Unhealthy,1,Good,38,Good,0,Good,153,Unhealthy,23.4412,79.7962
India,Katangi,153,Unhealthy,1,Good,38,Good,0,Good,153,Unhealthy,21.7737,79.8051
Venezuela (Bolivarian Republic of),Barcelona,163,Unhealthy,4,Good,8,Good,8,Good,163,Unhealthy,41.3825,2.1769
Venezuela (Bolivarian Republic of),Barcelona,163,Unhealthy,4,Good,8,Good,8,Good,163,Unhealthy,10.1333,-64.6833
Venezuela (Bolivarian Republic of),Barcelona,163,Unhealthy,4,Good,8,Good,8,Good,163,Unhealthy,12.8694,124.1419
Ecuador,Ambato,38,Good,1,Good,2,Good,2,Good,38,Good,-1.2417,-78.6197
Ecuador,Ambato,38,Good,1,Good,2,Good,2,Good,38,Good,-18.6,47.5
Germany,Weingarten,84,Moderate,1,Good,33,Good,3,Good,84,Moderate,47.8092,9.6444
Germany,Weingarten,84,Moderate,1,Good,33,Good,3,Good,84,Moderate,49.0514,8.5306
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,42.8167,-1.65
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,7.3781,-72.6525
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,9.4667,123.1167
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,13.5925,123.0833
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,18.4661,121.3425
United States of America,Peoria,49,Good,1,Good,21,Good,14,Good,49,Good,40.752,-89.6154
United States of America,Peoria,49,Good,1,Good,21,Good,14,Good,49,Good,33.7843,-112.2989
France,Laval,41,Good,1,Good,30,Good,2,Good,41,Good,45.5833,-73.75
France,Laval,41,Good,1,Good,30,Good,2,Good,41,Good,48.0733,-0.7689
Italy,Lugo,53,Moderate,1,Good,33,Good,5,Good,53,Moderate,43.0167,-7.55
Italy,Lugo,53,Moderate,1,Good,33,Good,5,Good,53,Moderate,44.4167,11.9167
United States of America,Madison,45,Good,1,Good,41,Good,10,Good,45,Good,43.0822,-89.393
United States of America,Madison,45,Good,1,Good,41,Good,10,Good,45,Good,34.7114,-86.7626
United States of America,Madison,45,Good,1,Good,41,Good,10,Good,45,Good,32.4738,-90.13
United States of America,Madison,45,Good,1,Good,41,Good,10,Good,45,Good,41.3398,-72.6278
United States of America,Madison,45,Good,1,Good,41,Good,10,Good,45,Good,40.7586,-74.4169
United States of America,Madison,45,Good,1,Good,41,Good,10,Good,45,Good,38.7581,-85.3973
Philippines,Obando,64,Moderate,1,Good,23,Good,1,Good,64,Moderate,14.7083,120.9375
Philippines,Obando,64,Moderate,1,Good,23,Good,1,Good,64,Moderate,4.5833,-75.9167
China,Jinchang,121,Unhealthy for Sensitive Groups,0,Good,62,Moderate,0,Good,121,Unhealthy for Sensitive Groups,38.5168,102.1866
China,Jinchang,121,Unhealthy for Sensitive Groups,0,Good,62,Moderate,0,Good,121,Unhealthy for Sensitive Groups,38.4858,112.9643
United States of America,New Brighton,46,Good,1,Good,32,Good,9,Good,46,Good,53.432,-3.049
United States of America,New Brighton,46,Good,1,Good,32,Good,9,Good,46,Good,45.0658,-93.206
United States of America,Newberry,65,Moderate,2,Good,26,Good,4,Good,65,Moderate,40.1286,-76.7919
United States of America,Newberry,65,Moderate,2,Good,26,Good,4,Good,65,Moderate,34.2813,-81.601
United States of America,Huntsville,75,Moderate,1,Good,21,Good,5,Good,75,Moderate,34.6981,-86.6412
United States of America,Huntsville,75,Moderate,1,Good,21,Good,5,Good,75,Moderate,30.7009,-95.5567
United States of America,Huntsville,75,Moderate,1,Good,21,Good,5,Good,75,Moderate,45.3333,-79.2167
Brazil,Ouro Branco,63,Moderate,2,Good,3,Good,6,Good,63,Moderate,-20.5208,-43.6919
Brazil,Ouro Branco,63,Moderate,2,Good,3,Good,6,Good,63,Moderate,-9.1667,-37.3567
United States of America,Paradise,52,Moderate,2,Good,23,Good,8,Good,52,Moderate,36.0872,-115.1355
United States of America,Paradise,52,Moderate,2,Good,23,Good,8,Good,52,Moderate,47.5333,-52.8667
Mexico,San Buenaventura,58,Moderate,1,Good,19,Good,1,Good,58,Moderate,34.2741,-119.2314
Mexico,San Buenaventura,58,Moderate,1,Good,19,Good,1,Good,58,Moderate,27.0625,-101.5467
United States of America,Westmont,122,Unhealthy for Sensitive Groups,4,Good,4,Good,36,Good,122,Unhealthy for Sensitive Groups,33.9417,-118.3018
United States of America,Westmont,122,Unhealthy for Sensitive Groups,4,Good,4,Good,36,Good,122,Unhealthy for Sensitive Groups,39.9082,-75.0551
United States of America,Westmont,122,Unhealthy for Sensitive Groups,4,Good,4,Good,36,Good,122,Unhealthy for Sensitive Groups,41.7948,-87.9742
China,Yangmei,128,Unhealthy for Sensitive Groups,2,Good,128,Unhealthy for Sensitive Groups,4,Good,122,Unhealthy for Sensitive Groups,24.9167,121.15
China,Yangmei,128,Unhealthy for Sensitive Groups,2,Good,128,Unhealthy for Sensitive Groups,4,Good,122,Unhealthy for Sensitive Groups,22.8728,112.7802
China,Yichun,46,Good,2,Good,28,Good,0,Good,46,Good,27.8041,114.383
China,Yichun,46,Good,2,Good,28,Good,0,Good,46,Good,47.7235,128.8893
Colombia,Fresno,64,Moderate,2,Good,10,Good,3,Good,64,Moderate,36.783,-119.7939
Colombia,Fresno,64,Moderate,2,Good,10,Good,3,Good,64,Moderate,5.1556,-75.0403
Colombia,Fresno,64,Moderate,2,Good,10,Good,3,Good,64,Moderate,29.5357,-95.4696
United States of America,Buffalo,39,Good,1,Good,38,Good,2,Good,39,Good,42.9018,-78.8487
United States of America,Buffalo,39,Good,1,Good,38,Good,2,Good,39,Good,45.1794,-93.8644
United States of America,El Paso,100,Unhealthy for Sensitive Groups,2,Good,19,Good,10,Good,100,Unhealthy for Sensitive Groups,31.8476,-106.43
United States of America,El Paso,100,Unhealthy for Sensitive Groups,2,Good,19,Good,10,Good,100,Unhealthy for Sensitive Groups,9.6622,-73.7519
Colombia,Soledad,110,Unhealthy for Sensitive Groups,1,Good,17,Good,3,Good,110,Unhealthy for Sensitive Groups,10.9167,-74.75
Colombia,Soledad,110,Unhealthy for Sensitive Groups,1,Good,17,Good,3,Good,110,Unhealthy for Sensitive Groups,36.4432,-121.3426
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,14.4685,121.0118
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,-34.4667,-58.5167
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,9.9737,-83.9861
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,15.3097,120.9069
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,9.3403,-83.7338
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,11.4167,124.35
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,12.388,124.331
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,16.8667,121.7667
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,10.0299,-84.0431
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,12.9283,-86.1922
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,9.8,124.3
Costa Rica,San Isidro,52,Moderate,2,Good,3,Good,12,Good,52,Moderate,9.9369,126.0886
Colombia,San Juan Nepomuceno,65,Moderate,2,Good,11,Good,6,Good,65,Moderate,9.95,-75.0833
Colombia,San Juan Nepomuceno,65,Moderate,2,Good,11,Good,6,Good,65,Moderate,-26.1167,-55.93
Netherlands,Deurne,41,Good,1,Good,28,Good,4,Good,41,Good,51.2247,4.4625
Netherlands,Deurne,41,Good,1,Good,28,Good,4,Good,41,Good,51.4667,5.8
United States of America,Cudahy,141,Unhealthy for Sensitive Groups,4,Good,3,Good,37,Good,141,Unhealthy for Sensitive Groups,33.9631,-118.183
United States of America,Cudahy,141,Unhealthy for Sensitive Groups,4,Good,3,Good,37,Good,141,Unhealthy for Sensitive Groups,42.9467,-87.8641
United States of America,Verona,66,Moderate,3,Good,4,Good,11,Good,66,Moderate,45.4386,10.9928
United States of America,Verona,66,Moderate,3,Good,4,Good,11,Good,66,Moderate,40.8323,-74.2431
United States of America,Verona,66,Moderate,3,Good,4,Good,11,Good,66,Moderate,42.9892,-89.5383
United States of America,Whitehall,45,Good,1,Good,31,Good,7,Good,45,Good,40.6571,-75.5046
United States of America,Whitehall,45,Good,1,Good,31,Good,7,Good,45,Good,39.9682,-82.8833
United States of America,Williston,46,Good,1,Good,28,Good,1,Good,46,Good,48.1814,-103.6364
United States of America,Williston,46,Good,1,Good,28,Good,1,Good,46,Good,44.4345,-73.0888
South Africa,Warrenton,33,Good,0,Good,21,Good,1,Good,33,Good,-28.1114,24.8497
South Africa,Warrenton,33,Good,0,Good,21,Good,1,Good,33,Good,38.7176,-77.7976
United States of America,Pittsburg,73,Moderate,1,Good,27,Good,4,Good,73,Moderate,38.0182,-121.8965
United States of America,Pittsburg,73,Moderate,1,Good,27,Good,4,Good,73,Moderate,37.4129,-94.6985
Canada,Kingston,36,Good,1,Good,36,Good,1,Good,31,Good,17.9714,-76.7931
Canada,Kingston,36,Good,1,Good,36,Good,1,Good,31,Good,-29.0569,167.9617
Canada,Kingston,36,Good,1,Good,36,Good,1,Good,31,Good,41.2652,-75.8876
Canada,Kingston,36,Good,1,Good,36,Good,1,Good,31,Good,41.9295,-73.9968
Canada,Kingston,36,Good,1,Good,36,Good,1,Good,31,Good,41.9862,-70.7482
Canada,Kingston,36,Good,1,Good,36,Good,1,Good,31,Good,-42.9769,147.3083
India,Kombai,73,Moderate,1,Good,14,Good,4,Good,73,Moderate,9.8475,77.296
India,Kombai,73,Moderate,1,Good,14,Good,4,Good,73,Moderate,10.6143,78.1212
United States of America,Lakewood,98,Moderate,3,Good,19,Good,22,Good,98,Moderate,39.6977,-105.1172
United States of America,Lakewood,98,Moderate,3,Good,19,Good,22,Good,98,Moderate,40.0763,-74.2031
United States of America,Lakewood,98,Moderate,3,Good,19,Good,22,Good,98,Moderate,33.8471,-118.1222
United States of America,Lakewood,98,Moderate,3,Good,19,Good,22,Good,98,Moderate,41.4822,-81.8008
United States of America,Lakewood,98,Moderate,3,Good,19,Good,22,Good,98,Moderate,47.1628,-122.5299
United States of America,Lexington,47,Good,1,Good,47,Good,1,Good,20,Good,38.0423,-84.4587
United States of America,Lexington,47,Good,1,Good,47,Good,1,Good,20,Good,42.4456,-71.2307
United States of America,Lexington,47,Good,1,Good,47,Good,1,Good,20,Good,33.989,-81.2202
United States of America,Lexington,47,Good,1,Good,47,Good,1,Good,20,Good,35.8018,-80.2682
United States of America,Lexington,47,Good,1,Good,47,Good,1,Good,20,Good,40.7779,-99.7461
Portugal,Lisbon,41,Good,1,Good,41,Good,1,Good,19,Good,38.7253,-9.15
Portugal,Lisbon,41,Good,1,Good,41,Good,1,Good,19,Good,44.0265,-70.09
United States of America,Claremont,109,Unhealthy for Sensitive Groups,4,Good,4,Good,29,Good,109,Unhealthy for Sensitive Groups,34.1259,-117.7153
United States of America,Claremont,109,Unhealthy for Sensitive Groups,4,Good,4,Good,29,Good,109,Unhealthy for Sensitive Groups,43.379,-72.3368
